filled_at,symbol,side,shares,price,amount,reason,agent_public_id,run_public_id,experiment_run_public_id
2025-08-28T23:59:59.999Z,AMBA,BUY,27,70.63,-1907.01,Add to uptrend position post-positive earnings beat for AI edge growth exposure.,,run-01kb6vh8m6x5ph0b893nn2ptw6,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-28T23:59:59.999Z,PANW,SELL,8,191.02,1528.16,Trim over-max position in downtrend to comply with $25k limit and free cash for reallocation.,,run-01kb6vh8m6x5ph0b893nn2ptw6,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-27T23:59:59.999Z,NVDA,BUY,27,181.60,-4903.20,"Add to strong AI GPU leader in uptrend with neutral technicals, reallocating from AMBA for growth exposure amid $150B+ AI chip market projections.",,run-01kb6vc18wwnz2k01qx4wpnta4,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-27T23:59:59.999Z,AMBA,SELL,70,71.93,5035.10,"Trim position before earnings volatility on Aug 28, despite uptrend, to manage risk in AI chip designer.",,run-01kb6vc18wwnz2k01qx4wpnta4,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-21T23:59:59.999Z,TSM,BUY,20,227.33,-4546.60,"Add to uptrend/near-oversold (RSI 40.6, SMA20 > SMA50) AI foundry leader for growth potential.",,run-01kb6tvmamxy0n4bkn0b00502e,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-21T23:59:59.999Z,INTC,SELL,200,23.50,4700.00,"Trim downtrend position (SMA20 < SMA50, RSI 56.9) amid sector risks to free cash for reallocation.",,run-01kb6tvmamxy0n4bkn0b00502e,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-19T23:59:59.999Z,TSM,BUY,27,232.70,-6282.90,"Add to uptrend, near-oversold AI foundry leader amid sector growth opportunities.",,run-01kb6tmfb49zhsy85wygpm71zq,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-19T23:59:59.999Z,PANW,SELL,35,181.56,6354.60,Trim over-max position (~$30k exceeds $25k limit) in downtrend stock to lock profits and free capital.,,run-01kb6tmfb49zhsy85wygpm71zq,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-14T23:59:59.999Z,PANW,BUY,27,173.55,-4685.85,"Add to oversold PANW position (RSI 39.7) to capitalize on AI cybersecurity growth amid sector uptrends, using available cash for diversification in resilient AI subsector.",,run-01kb6tddtzg1sx79qdbt2jrja0,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-13T23:59:59.999Z,NVDA,BUY,55,181.59,-9987.45,"Add ~$10k position in AI GPU leader; uptrend (SMA20 > SMA50, RSI 66 neutral) for diversification and growth potential.",,run-01kb6t8czra86ybzxrgkant79k,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-13T23:59:59.999Z,PANW,SELL,37,176.86,6543.82,"Position exceeds $25k max (~$31k); trim to ~$25k amid downtrend (SMA20 < SMA50, RSI 42.7 oversold) to comply with parameters and reduce exposure.",,run-01kb6t8czra86ybzxrgkant79k,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-07T23:59:59.999Z,QCOM,BUY,58,145.90,-8462.20,"Oversold (RSI 35.0), opportunity in edge AI/telecom growth",,run-01kb6svy5pnhjk951m3d8ec6tf,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-07T23:59:59.999Z,PANW,BUY,48,168.10,-8068.80,"Oversold (RSI 30.5), downtrend rebound potential in AI cybersecurity",,run-01kb6svy5pnhjk951m3d8ec6tf,erun-01kb6aet1jcsrvnskefscssqg1
2025-08-07T23:59:59.999Z,PLTR,SELL,118,182.20,21499.60,Overbought (RSI 78.5); lock profits amid AI bubble risks,,run-01kb6svy5pnhjk951m3d8ec6tf,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-30T23:59:59.999Z,PANW,BUY,25,183.03,-4575.75,Oversold (RSI 36.2); AI cybersecurity enabler with rebound potential in resilient demand.,,run-01kb6sbqzps2hatwp1dv1m6wyp,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-30T23:59:59.999Z,INTC,BUY,225,20.34,-4576.50,Oversold (RSI 34.6) with uptrend; undervalued AI recovery play amid strong sector growth projections.,,run-01kb6sbqzps2hatwp1dv1m6wyp,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-30T23:59:59.999Z,MRVL,SELL,136,81.74,11116.64,Near-overbought (RSI 69.6) in uptrend; lock profits ahead of potential pullback and August earnings risk amid mixed semi trends.,,run-01kb6sbqzps2hatwp1dv1m6wyp,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-29T23:59:59.999Z,ASML,BUY,3,718.49,-2155.47,"Oversold RSI 38.7; key semi equipment for AI fabs, positioned for demand surge.",,run-01kb6s6x83ey8k4encfkb6234n,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-29T23:59:59.999Z,INTC,BUY,150,20.41,-3061.50,Oversold RSI 35.1 with uptrend; undervalued AI chip recovery play amid sector growth to $697B.,,run-01kb6s6x83ey8k4encfkb6234n,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-24T23:59:59.999Z,TSM,BUY,57,241.60,-13771.20,Key AI foundry leader with high yields; diversifies into resilient semi growth amid geopolitics.,,run-01kb6rvkz5f5apxr4pae3ww07e,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-24T23:59:59.999Z,MU,BUY,42,111.73,-4692.66,"Oversold RSI (43.7) with uptrend; strong AI memory demand per trends, undervalued opportunity.",,run-01kb6rvkz5f5apxr4pae3ww07e,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-24T23:59:59.999Z,AMD,SELL,70,162.12,11348.40,Overbought RSI (74.3) signals potential pullback; lock profits in strong performer amid AI bubble risks.,,run-01kb6rvkz5f5apxr4pae3ww07e,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-10T23:59:59.999Z,AMBA,BUY,148,67.46,-9984.08,"Upcoming earnings on 2025-08-28; focuses on AI vision and edge computing, diversifying into high-growth AI segments",,run-01kb6r79cmpmtdc29m95k1dhaa,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-10T23:59:59.999Z,MRVL,BUY,136,73.36,-9976.96,Upcoming earnings on 2025-08-28; positioned for AI networking chip demand in growing semiconductor market,,run-01kb6r79cmpmtdc29m95k1dhaa,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-10T23:59:59.999Z,PANW,BUY,52,192.07,-9987.64,Oversold (RSI 43.2) with strong uptrend; adding to existing position for AI cybersecurity exposure amid sector growth,,run-01kb6r79cmpmtdc29m95k1dhaa,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-10T23:59:59.999Z,AVGO,SELL,6,275.40,1652.40,"Position size below minimum $5,000 threshold and near overbought (RSI 65.1)",,run-01kb6r79cmpmtdc29m95k1dhaa,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-10T23:59:59.999Z,NVDA,SELL,8,164.10,1312.80,"Overbought (RSI 75.4) and position size below minimum $5,000 threshold",,run-01kb6r79cmpmtdc29m95k1dhaa,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-09T23:59:59.999Z,AVGO,BUY,6,277.90,-1667.40,"Broad AI exposure via custom chips and networking; resilient to tariffs with diversified ops; ~$10,000 position to balance semi exposure.",,run-01kb6r3j9c1rpb4dx5ahfje685,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-09T23:59:59.999Z,NVDA,BUY,8,162.88,-1303.04,"AI GPU leader with dominant market share; strong uptrend and AI demand growth outweighing risks; ~$10,000 position for portfolio enhancement.",,run-01kb6r3j9c1rpb4dx5ahfje685,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-09T23:59:59.999Z,ARM,SELL,64,148.02,9473.28,Neutral RSI (53.2) with weakening MACD; selling to free cash for higher AI growth plays amid market concentration in top players.,,run-01kb6r3j9c1rpb4dx5ahfje685,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-09T23:59:59.999Z,TSM,SELL,42,231.84,9737.28,Near-overbought RSI (68.4) and high geopolitical/tariff risks as Taiwan-based foundry amid US-China tensions; locking profits to reallocate.,,run-01kb6r3j9c1rpb4dx5ahfje685,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-03T23:59:59.999Z,ARM,BUY,64,155.09,-9925.76,"AI chip design leader for edge computing, undervalued amid AI expansion",,run-01kb6qvm2435j3jncn1ek2cwq8,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-03T23:59:59.999Z,TSM,BUY,42,234.80,-9861.60,"Key AI foundry with strong growth potential in $697B semi market, neutral technicals",,run-01kb6qvm2435j3jncn1ek2cwq8,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-03T23:59:59.999Z,AVGO,SELL,37,275.18,10181.66,"Near-overbought RSI 68.8, diversify to mitigate geopolitical and supply chain risks",,run-01kb6qvm2435j3jncn1ek2cwq8,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-03T23:59:59.999Z,NVDA,SELL,69,159.34,10994.46,"Overbought RSI 73.2, lock profits amid AI bubble and capex slowdown risks",,run-01kb6qvm2435j3jncn1ek2cwq8,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-01T23:59:59.999Z,INTC,BUY,300,22.85,-6855.00,Undervalued AI chip player with recovery potential; balances portfolio amid sector expansion.,,run-01kb6qpt3rv9ykr8akmhg5227d,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-01T23:59:59.999Z,QCOM,BUY,50,159.40,-7970.00,Edge AI growth potential; positive MACD and uptrend for diversification in semis.,,run-01kb6qpt3rv9ykr8akmhg5227d,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-01T23:59:59.999Z,MU,BUY,80,120.89,-9671.20,Strong AI memory demand per trends; undervalued with neutral technicals and growth opportunities.,,run-01kb6qpt3rv9ykr8akmhg5227d,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-01T23:59:59.999Z,AAPL,SELL,50,207.82,10391.00,"Bearish trend (SMA20 < SMA50), recent negative news on lawsuit, and upcoming earnings volatility.",,run-01kb6qpt3rv9ykr8akmhg5227d,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-01T23:59:59.999Z,TSM,SELL,45,224.68,10110.60,Overbought RSI (70.5) amid tariff and supply chain risks in semi sector; reduce exposure.,,run-01kb6qpt3rv9ykr8akmhg5227d,erun-01kb6aet1jcsrvnskefscssqg1
2025-07-01T23:59:59.999Z,ADSK,SELL,45,311.67,14025.15,Overbought RSI (71.2) and upcoming market volatility risks from geopolitics; lock in profits.,,run-01kb6qpt3rv9ykr8akmhg5227d,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-26T23:59:59.999Z,AVGO,BUY,37,270.17,-9996.29,"Broaden semi exposure, strong in AI infrastructure, aligns with growth trends.",,run-01kb6qbnt69xp2b8qv0c704esf,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-26T23:59:59.999Z,AAPL,BUY,50,201.00,-10050.00,"Neutral technicals, upcoming earnings catalyst on 7/31, diversification into stable AI/tech play.",,run-01kb6qbnt69xp2b8qv0c704esf,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-26T23:59:59.999Z,AMD,BUY,70,143.68,-10057.60,"Positive news momentum (Cathie Wood buying), strong AI alternative to NVDA, uptrend despite overbought RSI.",,run-01kb6qbnt69xp2b8qv0c704esf,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-26T23:59:59.999Z,GTLB,SELL,214,44.23,9465.22,"Downtrend with SMA20 < SMA50 and neutral-low RSI 48.8, underperforming in portfolio.",,run-01kb6qbnt69xp2b8qv0c704esf,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-26T23:59:59.999Z,MU,SELL,78,126.00,9828.00,"Overbought RSI 79.6, strong run-up but rebalance to mitigate volatility.",,run-01kb6qbnt69xp2b8qv0c704esf,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-26T23:59:59.999Z,WDC,SELL,161,63.51,10225.11,"Severely overbought with RSI 88.7, lock in profits amid potential pullback risks in semi sector.",,run-01kb6qbnt69xp2b8qv0c704esf,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-24T23:59:59.999Z,WDC,BUY,161,62.07,-9993.27,"Upcoming earnings catalyst, AI storage growth, undervalued entry for diversification.",,run-01kb6q3m38v5m84hnrtywtb0k0,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-24T23:59:59.999Z,TSM,BUY,45,220.09,-9904.05,"Key AI chip foundry, uptrend with SMA20 > SMA50, growth potential despite RSI 71.",,run-01kb6q3m38v5m84hnrtywtb0k0,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-24T23:59:59.999Z,MU,BUY,78,127.91,-9976.98,"Strong AI memory demand per market trends, bullish technicals, diversifies into memory sector.",,run-01kb6q3m38v5m84hnrtywtb0k0,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-24T23:59:59.999Z,AVGO,SELL,41,263.77,10814.57,"Overbought RSI 69.7, negative MACD histogram indicating weakening momentum, rebalancing semi exposure.",,run-01kb6q3m38v5m84hnrtywtb0k0,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-24T23:59:59.999Z,ORCL,SELL,56,215.27,12055.12,"Highly overbought with RSI 77.7, strong MACD but to reduce exposure in software amid AI bubble concerns.",,run-01kb6q3m38v5m84hnrtywtb0k0,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-24T23:59:59.999Z,AMD,SELL,85,138.43,11766.55,"Overbought with RSI 76.5, positive but high MACD, locking profits amid potential market pullback from geopolitical tensions.",,run-01kb6q3m38v5m84hnrtywtb0k0,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-10T23:59:59.999Z,ORCL,BUY,56,177.48,-9938.88,"AI cloud growth, upcoming earnings catalyst",,run-01kb6p872axxkycc2pc0a9ard4,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-10T23:59:59.999Z,AVGO,BUY,41,244.63,-10029.83,"Key AI semiconductor player, diversified exposure",,run-01kb6p872axxkycc2pc0a9ard4,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-10T23:59:59.999Z,NVDA,BUY,69,143.96,-9933.24,AI chip leader with strong growth projections in $150B+ market,,run-01kb6p872axxkycc2pc0a9ard4,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-10T23:59:59.999Z,MSFT,SELL,22,470.92,10360.24,"Overbought with RSI 73, reduce exposure to potential capex slowdown",,run-01kb6p872axxkycc2pc0a9ard4,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-10T23:59:59.999Z,TSM,SELL,57,212.46,12110.22,"Overbought with RSI 75, geopolitical risks in semis",,run-01kb6p872axxkycc2pc0a9ard4,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-10T23:59:59.999Z,MU,SELL,80,114.14,9131.20,"Overbought with RSI 78, lock profits amid market risks",,run-01kb6p872axxkycc2pc0a9ard4,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-03T23:59:59.999Z,GTLB,BUY,214,46.67,-9987.38,Upcoming earnings on June 10 with AI devops potential; catalyst for growth.,,run-01kb6nrb9vpfn5hzb2ky07a94n,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-03T23:59:59.999Z,MSFT,BUY,22,462.97,-10185.34,Stable AI and cloud leader with positive trends; diversifying into reliable tech giant.,,run-01kb6nrb9vpfn5hzb2ky07a94n,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-03T23:59:59.999Z,AMD,BUY,85,117.31,-9971.35,"Strong AI chip demand and bullish technicals (positive MACD, high RSI); adding exposure to semiconductor growth.",,run-01kb6nrb9vpfn5hzb2ky07a94n,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-03T23:59:59.999Z,NVDA,SELL,10,141.22,1412.20,Position size below minimum threshold; selling to consolidate and reallocate funds.,,run-01kb6nrb9vpfn5hzb2ky07a94n,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-03T23:59:59.999Z,QCOM,SELL,50,148.94,7447.00,Negative MACD and low RSI suggest potential pullback; reallocating to stronger AI plays.,,run-01kb6nrb9vpfn5hzb2ky07a94n,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-03T23:59:59.999Z,ARM,SELL,86,128.78,11075.08,Negative MACD histogram and lower RSI indicate weakening momentum amid market volatility; rotating out to reduce risk.,,run-01kb6nrb9vpfn5hzb2ky07a94n,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-02T23:59:59.999Z,NVDA,BUY,10,137.38,-1373.80,"AI chip leader with explosive growth projections ($150B+ market); bullish trends despite risks, diversifies semi exposure.",,run-01kb6nh91vapbcakyesyp2rskv,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-02T23:59:59.999Z,MU,BUY,80,98.18,-7854.40,"Upcoming earnings on 6/25; strong AI memory demand per market trends, bullish technicals to capture growth.",,run-01kb6nh91vapbcakyesyp2rskv,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-02T23:59:59.999Z,MDB,SELL,53,193.00,10229.00,"Neutral technicals (RSI 62, mixed MACD); reallocate to higher-growth AI semi plays with upcoming catalysts.",,run-01kb6nh91vapbcakyesyp2rskv,erun-01kb6aet1jcsrvnskefscssqg1
2025-06-02T23:59:59.999Z,CRWD,SELL,21,479.17,10062.57,RSI nearing overbought at 67; lock profits and reduce cybersecurity concentration amid potential AI capex slowdown risks.,,run-01kb6nh91vapbcakyesyp2rskv,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-28T23:59:59.999Z,MDB,BUY,53,188.45,-9987.85,"Upcoming earnings on 2025-06-04, key player in AI data management, aligns with semi/AI growth projections.",,run-01kb6n708j6nma0tkxztd6y0a8,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-28T23:59:59.999Z,CRWD,BUY,21,468.83,-9845.43,"Upcoming earnings on 2025-06-03, strong AI cybersecurity trends, bullish market outlook.",,run-01kb6n708j6nma0tkxztd6y0a8,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-28T23:59:59.999Z,OKTA,SELL,100,105.22,10522.50,"Oversold RSI at 36 with negative MACD histogram, potential for further downside; shifting to stocks with upcoming earnings catalysts.",,run-01kb6n708j6nma0tkxztd6y0a8,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-28T23:59:59.999Z,INTC,SELL,300,20.37,6111.00,"Bearish technicals with SMA20 below SMA50 and negative MACD, reallocate to stronger AI opportunities.",,run-01kb6n708j6nma0tkxztd6y0a8,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-20T23:59:59.999Z,INTC,BUY,300,21.27,-6381.00,Undervalued AI chip play per market reports,,run-01kb6mt2twzk84zvd7ebx3dec4,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-20T23:59:59.999Z,OKTA,BUY,100,125.54,-12554.00,"AI cybersecurity trends, earnings potential",,run-01kb6mt2twzk84zvd7ebx3dec4,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-20T23:59:59.999Z,ADSK,BUY,45,295.84,-13312.80,"AI software growth, upcoming earnings catalyst",,run-01kb6mt2twzk84zvd7ebx3dec4,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-20T23:59:59.999Z,MU,SELL,80,98.10,7848.00,"Overbought (RSI 71), memory sector volatility",,run-01kb6mt2twzk84zvd7ebx3dec4,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-20T23:59:59.999Z,MSFT,SELL,22,458.17,10079.74,"Highly overbought (RSI 78), reduce big tech exposure",,run-01kb6mt2twzk84zvd7ebx3dec4,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-20T23:59:59.999Z,NVDA,SELL,90,134.38,12094.20,"Overbought (RSI 72), take profits amid crash warnings",,run-01kb6mt2twzk84zvd7ebx3dec4,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-15T23:59:59.999Z,ASML,BUY,10,758.36,-7583.60,Equipment for semi expansion; aligns with 7% capacity growth forecasts.,,run-01kb6metj15341z83sc8swe1wt,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-15T23:59:59.999Z,QCOM,BUY,50,152.61,-7630.50,Edge AI catalyst; bullish momentum in semis.,,run-01kb6metj15341z83sc8swe1wt,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-15T23:59:59.999Z,MU,BUY,80,95.45,-7636.00,AI memory growth per trends; neutral technicals for entry.,,run-01kb6metj15341z83sc8swe1wt,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-15T23:59:59.999Z,MRVL,SELL,152,65.20,9910.40,Bearish (SMA20 < SMA50); upcoming earnings risk in volatile semi market.,,run-01kb6metj15341z83sc8swe1wt,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-15T23:59:59.999Z,AAPL,SELL,47,211.45,9938.15,Bearish trend (SMA20 < SMA50); less AI exposure compared to semi leaders.,,run-01kb6metj15341z83sc8swe1wt,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-15T23:59:59.999Z,AVGO,SELL,49,232.64,11399.36,Overbought (RSI 76) in booming but concentrated AI sector; lock profits amid geopolitical risks.,,run-01kb6metj15341z83sc8swe1wt,erun-01kb6aet1jcsrvnskefscssqg1
2025-05-14T23:59:59.999Z,MRVL,BUY,152,65.90,-10016.80,"Upcoming earnings on May 29, strong in AI networking, aligns with semi growth trends.",,run-01kb6m5mbd5adycfmk0sjtjqrg,erun-01kb6aet1jcsrvnskefscssqg1
