filled_at,symbol,side,shares,price,amount,reason,agent_public_id,run_public_id,experiment_run_public_id
2025-09-25T23:59:59.999Z,NVDA,BUY,1,177.69,-177.69,Momentum improving (positive MACD histogram) and supportive AI infrastructure headlines; add a small tranche while under $25k cap.,,run-01kb4brj85knnzw2pcbsfdhpss,erun-01kb3r1qahget23czfchvzwqfy
2025-09-25T23:59:59.999Z,AMZN,BUY,1,218.15,-218.15,RSI ~37 (oversold) with price below 20/50-day; mean-reversion add in a high-quality compounder while remaining under the $25k cap.,,run-01kb4brj85knnzw2pcbsfdhpss,erun-01kb3r1qahget23czfchvzwqfy
2025-09-25T23:59:59.999Z,AVGO,SELL,1,336.10,336.10,Trim small slice from a cooling-momentum semi (MACD histogram negative) while keeping the position above the $5k minimum to free cash.,,run-01kb4brj85knnzw2pcbsfdhpss,erun-01kb3r1qahget23czfchvzwqfy
2025-09-23T23:59:59.999Z,NVDA,BUY,1,178.43,-178.43,"Momentum improving (MACD histogram positive, RSI ~54) and supportive AI headlines (OpenAI chip-leasing report); add a small tranche while under the $25k cap.",,run-01kb4bggrfbhse7et9hybpmpqp,erun-01kb3r1qahget23czfchvzwqfy
2025-09-23T23:59:59.999Z,AMZN,BUY,6,220.71,-1324.26,Add into oversold/mean-reversion setup: RSI ~39 and price below 20/50-day; attractive risk/reward on a high-quality compounder.,,run-01kb4bggrfbhse7et9hybpmpqp,erun-01kb3r1qahget23czfchvzwqfy
2025-09-23T23:59:59.999Z,AVGO,SELL,4,338.94,1355.76,Trim relative-strength semi with cooling momentum (MACD histogram negative) to free cash while keeping the position above the $5k minimum.,,run-01kb4bggrfbhse7et9hybpmpqp,erun-01kb3r1qahget23czfchvzwqfy
2025-09-23T23:59:59.999Z,AMZN,BUY,7,220.71,-1544.97,"Add into oversold/mean-reversion setup (RSI ~39, negative MACD histogram). Improves cost basis on a core holding while staying under the $25k max position size.",,run-01kb4bggrfbhse7et9hybpmpqp,erun-01kb3r1qahget23czfchvzwqfy
2025-09-23T23:59:59.999Z,AVGO,SELL,5,338.94,1694.70,"Trim relative-strength semi with cooling momentum (RSI ~56, MACD histogram negative) to raise cash and rebalance concentration across semis (we already hold NVDA and ARM).",,run-01kb4bggrfbhse7et9hybpmpqp,erun-01kb3r1qahget23czfchvzwqfy
2025-09-22T23:59:59.999Z,NVDA,BUY,1,183.61,-183.61,"Momentum improving (RSI ~61, positive MACD hist; above 20/50-day) with supportive AI news flow; position remains under $25k cap after small add.",,run-01kb4bb6zyg4ks25aq74x7avyh,erun-01kb3r1qahget23czfchvzwqfy
2025-09-22T23:59:59.999Z,AMZN,SELL,1,227.63,227.63,"Reallocate from neutral/soft setup (RSI 47, negative MACD hist; price near 20/50-day) to stronger momentum AI leader; maintain position well within $5k–$25k cap.",,run-01kb4bb6zyg4ks25aq74x7avyh,erun-01kb3r1qahget23czfchvzwqfy
2025-09-19T23:59:59.999Z,UBER,BUY,1,98.51,-98.51,"Constructive setup: price above 20/50-day, RSI ~58 with positive MACD histogram; add to trend continuation.",,run-01kb4b6h534xcnwtp4p8rgevhd,erun-01kb3r1qahget23czfchvzwqfy
2025-09-19T23:59:59.999Z,NVDA,BUY,2,176.67,-353.34,MACD just flipped positive and RSI ~53 near 20/50-day; add on early momentum turn while staying below $25k cap.,,run-01kb4b6h534xcnwtp4p8rgevhd,erun-01kb3r1qahget23czfchvzwqfy
2025-09-19T23:59:59.999Z,AMZN,SELL,2,231.48,462.96,"Trim modestly from a near-cap position with neutral RSI (52.7) and negative MACD histogram, freeing cash to rotate into stronger momentum names.",,run-01kb4b6h534xcnwtp4p8rgevhd,erun-01kb3r1qahget23czfchvzwqfy
2025-09-18T23:59:59.999Z,AVGO,BUY,3,345.35,-1036.05,"Add to a smaller position showing improving momentum (RSI ~60, positive MACD histogram; price above 20/50-day), balancing the portfolio toward relative strength in semis.",,run-01kb4b36s8s2fevz0d6x1ange9,erun-01kb3r1qahget23czfchvzwqfy
2025-09-18T23:59:59.999Z,AMZN,SELL,5,231.23,1156.15,Trim a near-cap position with neutral RSI (~52) and slightly negative MACD histogram to raise cash for higher-momentum opportunities while keeping position within $5k–$25k.,,run-01kb4b36s8s2fevz0d6x1ange9,erun-01kb3r1qahget23czfchvzwqfy
2025-09-17T23:59:59.999Z,UBER,BUY,20,92.95,-1859.00,"Add near 20-day support (RSI ~47, MACD slightly positive); post-earnings consolidation with constructive trend offers favorable risk/reward versus chips under policy pressure.",,run-01kb4azd496ygjatfjw8dk7442,erun-01kb3r1qahget23czfchvzwqfy
2025-09-17T23:59:59.999Z,ARM,SELL,12,153.37,1840.44,"Trim a near-cap position (RSI ~62, strong MACD) to raise cash and reduce concentration while momentum is extended above 20/50-day.",,run-01kb4azd496ygjatfjw8dk7442,erun-01kb3r1qahget23czfchvzwqfy
2025-09-15T23:59:59.999Z,MSFT,BUY,2,515.36,-1030.72,"Quality compounder rebuilding momentum: RSI ~58, MACD hist turned up; price stabilizing around 20-day. Add small tranche, staying under $25k cap.",,run-01kb4as44g325zf24qb9tvrkvf,erun-01kb3r1qahget23czfchvzwqfy
2025-09-15T23:59:59.999Z,NVDA,BUY,6,177.75,-1066.50,"Early momentum re-acceleration: RSI ~55, MACD histogram turned positive with price above 20/50-day. Add modestly while staying below $25k cap.",,run-01kb4as44g325zf24qb9tvrkvf,erun-01kb3r1qahget23czfchvzwqfy
2025-09-15T23:59:59.999Z,UBER,BUY,30,98.85,-2965.50,"Momentum constructive: RSI ~64, MACD histogram positive, price above 20/50-day. Add to trend; position remains < $25k cap post-buy.",,run-01kb4as44g325zf24qb9tvrkvf,erun-01kb3r1qahget23czfchvzwqfy
2025-09-15T23:59:59.999Z,GOOGL,SELL,20,251.61,5032.20,RSI(14) 88.5 (extremely overbought) with extended price >20/50-day; small position (~$5k). Trim event/pullback risk and redeploy to better risk/reward setups.,,run-01kb4as44g325zf24qb9tvrkvf,erun-01kb3r1qahget23czfchvzwqfy
2025-09-15T23:59:59.999Z,NVDA,BUY,2,177.75,-355.50,"Trend improving (price above 20/50-day, RSI ~56) but not overbought; small add on strengthening setup under $25k cap.",,run-01kb4as44g325zf24qb9tvrkvf,erun-01kb3r1qahget23czfchvzwqfy
2025-09-15T23:59:59.999Z,MSFT,BUY,3,515.36,-1546.08,"Momentum improving (price above 20/50-day, RSI ~58) with positive MACD histogram; add to high-quality compounder while under $25k cap.",,run-01kb4as44g325zf24qb9tvrkvf,erun-01kb3r1qahget23czfchvzwqfy
2025-09-15T23:59:59.999Z,AVGO,SELL,3,364.09,1092.27,RSI ~72 and MACD histogram elevated; take profits into overbought conditions to fund higher risk/reward adds.,,run-01kb4as44g325zf24qb9tvrkvf,erun-01kb3r1qahget23czfchvzwqfy
2025-09-15T23:59:59.999Z,GOOGL,SELL,2,251.61,503.22,RSI ~88 (extreme overbought) at 9/15 close; trim into strength while keeping position above the $5k minimum.,,run-01kb4as44g325zf24qb9tvrkvf,erun-01kb3r1qahget23czfchvzwqfy
2025-09-10T23:59:59.999Z,MSFT,BUY,10,500.37,-5003.70,RSI ~43 with negative MACD histogram near trend support; add to a high-quality compounder on weakness while staying well below the $25k position cap.,,run-01kb4akjgn2erv63yzdmxg27rq,erun-01kb3r1qahget23czfchvzwqfy
2025-09-10T23:59:59.999Z,AVGO,SELL,4,369.57,1478.28,Overbought (RSI ~77) after a strong run and premium valuation; harvest a small slice to reduce pullback risk and raise cash.,,run-01kb4akjgn2erv63yzdmxg27rq,erun-01kb3r1qahget23czfchvzwqfy
2025-09-10T23:59:59.999Z,GOOGL,SELL,3,239.17,717.51,RSI >80 and extended versus 20/50-day; trim into strength while keeping the position above the $5k minimum size.,,run-01kb4akjgn2erv63yzdmxg27rq,erun-01kb3r1qahget23czfchvzwqfy
2025-09-10T23:59:59.999Z,ARM,SELL,18,154.14,2774.52,"Trim to bring position under the $25,000 max size cap (180 shares x ~$154 exceeds cap). Technicals are constructive but not overbought; this is a risk-control compliance trim.",,run-01kb4akjgn2erv63yzdmxg27rq,erun-01kb3r1qahget23czfchvzwqfy
2025-09-05T23:59:59.999Z,NVDA,BUY,5,167.02,-835.10,RSI ~37 with deeply negative MACD histogram; add into oversold pullback while maintaining position under $25k.,,run-01kb4a7acmsgf0hdqcak7ea10h,erun-01kb3r1qahget23czfchvzwqfy
2025-09-05T23:59:59.999Z,MSFT,BUY,3,495.00,-1485.00,RSI ~37 with negative MACD histogram near key moving averages; add into oversold conditions in a quality compounder.,,run-01kb4a7acmsgf0hdqcak7ea10h,erun-01kb3r1qahget23czfchvzwqfy
2025-09-05T23:59:59.999Z,GOOGL,SELL,3,235.00,705.00,RSI ~85 (very overbought); trim while keeping the position above the $5k minimum.,,run-01kb4a7acmsgf0hdqcak7ea10h,erun-01kb3r1qahget23czfchvzwqfy
2025-09-05T23:59:59.999Z,AVGO,SELL,6,334.89,2009.34,RSI ~72 (overbought) with MACD extended; trim into strength to raise cash and reduce pullback risk.,,run-01kb4a7acmsgf0hdqcak7ea10h,erun-01kb3r1qahget23czfchvzwqfy
2025-09-02T23:59:59.999Z,MSFT,BUY,3,505.12,-1515.36,RSI ~45 with negative MACD near support; add to high-quality compounder on dip; position remains well within $5k–$25k size limits.,,run-01kb49wr7s51j9j8fs86wn3r6f,erun-01kb3r1qahget23czfchvzwqfy
2025-09-02T23:59:59.999Z,NVDA,BUY,12,170.78,-2049.36,RSI ~41 and negative MACD histogram post-earnings beat/guide; add on oversold conditions within secular AI leadership; position remains under $25k cap.,,run-01kb49wr7s51j9j8fs86wn3r6f,erun-01kb3r1qahget23czfchvzwqfy
2025-09-02T23:59:59.999Z,GOOGL,SELL,10,211.35,2113.50,RSI ~70 at 2025-09-02 with stalling momentum; trim into overbought strength to raise cash and reduce pullback risk while keeping position >$5k.,,run-01kb49wr7s51j9j8fs86wn3r6f,erun-01kb3r1qahget23czfchvzwqfy
2025-08-28T23:59:59.999Z,UBER,BUY,20,95.96,-1919.20,"Momentum constructive: RSI ~59.9, positive MACD histogram, price above 20/50-day; add to trend while still under position cap.",,run-01kb49p3b9sfj1948xhhmjrcah,erun-01kb3r1qahget23czfchvzwqfy
2025-08-28T23:59:59.999Z,NVDA,BUY,10,180.17,-1801.70,Post-earnings beat and strong guidance (Q2 FY26 revenue ~$46.7B; Q3 guide ~$54B). RSI ~57 and below overbought; add on fundamental strength with technicals not extended.,,run-01kb49p3b9sfj1948xhhmjrcah,erun-01kb3r1qahget23czfchvzwqfy
2025-08-28T23:59:59.999Z,MSFT,BUY,5,509.64,-2548.20,RSI ~48.6 with negative MACD histogram near 50-day support; add on weakness to a high-quality compounder ahead of potential momentum rebuild.,,run-01kb49p3b9sfj1948xhhmjrcah,erun-01kb3r1qahget23czfchvzwqfy
2025-08-28T23:59:59.999Z,GOOGL,SELL,8,211.64,1693.12,RSI ~72.5 (overbought) and MACD histogram only slightly positive; trim into strength to reduce pullback risk and raise cash.,,run-01kb49p3b9sfj1948xhhmjrcah,erun-01kb3r1qahget23czfchvzwqfy
2025-08-25T23:59:59.999Z,AVGO,SELL,5,294.23,1471.15,Momentum cooling (negative MACD histogram) with price below 20-day; small de-risk into a heavy catalyst week.,,run-01kb49ew9qypbbb8s3abryph17,erun-01kb3r1qahget23czfchvzwqfy
2025-08-25T23:59:59.999Z,NVDA,SELL,7,179.81,1258.67,NVDA reports 8/27 (confirmed). RSI ~58 with negative MACD histogram; modest trim to reduce event gap risk while maintaining a large core position.,,run-01kb49ew9qypbbb8s3abryph17,erun-01kb3r1qahget23czfchvzwqfy
2025-08-25T23:59:59.999Z,GOOGL,SELL,15,208.49,3127.35,RSI ~71 and slightly negative MACD histogram at 8/25 close; trim overbought name to raise cash and reduce pullback risk.,,run-01kb49ew9qypbbb8s3abryph17,erun-01kb3r1qahget23czfchvzwqfy
2025-08-25T23:59:59.999Z,ARM,BUY,10,137.78,-1377.80,RSI mid-40s and below 20/50-day SMAs; scale a small add for mean reversion while keeping total position below $25k cap.,,run-01kb49ew9qypbbb8s3abryph17,erun-01kb3r1qahget23czfchvzwqfy
2025-08-25T23:59:59.999Z,MSFT,BUY,5,504.26,-2521.30,RSI ~43 with price below the 20-day; add on weakness to a high-quality compounder while maintaining position within $5k–$25k.,,run-01kb49ew9qypbbb8s3abryph17,erun-01kb3r1qahget23czfchvzwqfy
2025-08-25T23:59:59.999Z,GOOGL,SELL,5,208.49,1042.45,RSI ~71 (overbought) with a slightly negative MACD histogram; harvest a slice after a strong run to fund higher skew opportunities.,,run-01kb49ew9qypbbb8s3abryph17,erun-01kb3r1qahget23czfchvzwqfy
2025-08-25T23:59:59.999Z,NVDA,SELL,10,179.81,1798.10,Trim into NVDA’s Aug 27 earnings; RSI ~58 with negative MACD histogram and elevated expectations. Reduce event gap risk while keeping a large core position.,,run-01kb49ew9qypbbb8s3abryph17,erun-01kb3r1qahget23czfchvzwqfy
2025-08-22T23:59:59.999Z,MSFT,BUY,4,507.23,-2028.92,RSI ~45 with negative momentum near 50-day SMA; buy the dip to bolster a high-quality AI/cloud core holding while it remains under our $25k cap.,,run-01kb49bh2kxx7t7xny928ksp93,erun-01kb3r1qahget23czfchvzwqfy
2025-08-22T23:59:59.999Z,NVDA,SELL,5,177.99,889.95,Earnings expected Aug 27 after market; MACD histogram negative with RSI mid-50s. Modest de-risk ahead of event while maintaining a large core position.,,run-01kb49bh2kxx7t7xny928ksp93,erun-01kb3r1qahget23czfchvzwqfy
2025-08-22T23:59:59.999Z,GOOGL,SELL,6,206.09,1236.54,RSI ~68 with negative MACD histogram; extended versus 20/50-day and momentum waning. Trim into strength and reduce risk.,,run-01kb49bh2kxx7t7xny928ksp93,erun-01kb3r1qahget23czfchvzwqfy
2025-08-20T23:59:59.999Z,ARM,BUY,6,131.16,-786.96,RSI ~35 (oversold) with negative momentum; scale a small tranche for mean reversion while keeping position under the $25k cap ahead of sector catalysts.,,run-01kb4953zmh05yf4hrkcy9fzz9,erun-01kb3r1qahget23czfchvzwqfy
2025-08-20T23:59:59.999Z,UBER,BUY,12,93.73,-1124.76,RSI ~58 with positive MACD histogram; trading above 20/50-day SMAs. Add to a constructive trend following post-earnings stabilization.,,run-01kb4953zmh05yf4hrkcy9fzz9,erun-01kb3r1qahget23czfchvzwqfy
2025-08-20T23:59:59.999Z,MSFT,BUY,3,505.72,-1517.16,RSI ~43 with negative MACD histogram; price near 50-day SMA. Add on weakness to lift position above minimum while staying well below the $25k cap.,,run-01kb4953zmh05yf4hrkcy9fzz9,erun-01kb3r1qahget23czfchvzwqfy
2025-08-18T23:59:59.999Z,UBER,BUY,20,93.98,-1879.60,"Momentum constructive (RSI ~60, MACD histogram positive) and trading near 20/50-day MAs; add for trend continuation using proceeds from trims.",,run-01kb48zsm32tbsb5e6kpe3vprs,erun-01kb3r1qahget23czfchvzwqfy
2025-08-18T23:59:59.999Z,NVDA,SELL,5,182.01,910.05,"Momentum softening (negative MACD histogram, RSI mid-60s) and earnings risk ahead (late August). Reduce exposure slightly while maintaining a large core.",,run-01kb48zsm32tbsb5e6kpe3vprs,erun-01kb3r1qahget23czfchvzwqfy
2025-08-18T23:59:59.999Z,GOOGL,SELL,6,203.50,1221.00,RSI ~71 (overbought) with modestly positive MACD histogram; trim into strength to reduce pullback risk.,,run-01kb48zsm32tbsb5e6kpe3vprs,erun-01kb3r1qahget23czfchvzwqfy
2025-08-18T23:59:59.999Z,AMZN,SELL,10,231.49,2314.90,"Trim to bring position under the $25k max size and harvest some gains. RSI ~60 with positive momentum, but current value likely exceeded cap at ~$231/share.",,run-01kb48zsm32tbsb5e6kpe3vprs,erun-01kb3r1qahget23czfchvzwqfy
2025-08-14T23:59:59.999Z,ARM,BUY,5,140.55,-702.75,RSI ~43 with negative MACD histogram; below 20/50-day averages. Add modestly to a high-quality name on weakness for mean reversion while keeping the position under the $25k cap.,,run-01kb48vhje3vyq2krzwp07en9x,erun-01kb3r1qahget23czfchvzwqfy
2025-08-14T23:59:59.999Z,GOOGL,SELL,10,202.94,2029.40,RSI ~71 with positive MACD histogram indicates overbought; trim into strength to reduce pullback risk and rebalance sizing ahead of late-August catalysts.,,run-01kb48vhje3vyq2krzwp07en9x,erun-01kb3r1qahget23czfchvzwqfy
2025-08-07T23:59:59.999Z,ARM,BUY,24,135.57,-3253.68,"ARM shows oversold conditions (RSI ~35, deeply negative MACD histogram) and trades below its 20- and 50-day SMAs. We are deploying idle cash into a high-conviction mean-reversion setup while keeping the position under the $25k cap and within our 5–15 holdings mandate.",,run-01kb48gkz0s3tefwqwwrasj3ff,erun-01kb3r1qahget23czfchvzwqfy
2025-08-05T23:59:59.999Z,ARM,BUY,15,137.23,-2058.45,Oversold with RSI ~36; price below 20-/50-day; constructive long-term thesis; add for mean reversion.,,run-01kb486dzwp5yz06vffr8ff964,erun-01kb3r1qahget23czfchvzwqfy
2025-08-05T23:59:59.999Z,AMZN,BUY,10,213.75,-2137.50,Oversold/mean-reversion setup: RSI ~40; price below 20- and 50-day; high-quality trend—targeting bounce toward 20-day.,,run-01kb486dzwp5yz06vffr8ff964,erun-01kb3r1qahget23czfchvzwqfy
2025-08-05T23:59:59.999Z,UBER,SELL,30,89.39,2681.70,Reports Q2 on Aug 6 before market; trim ~18% to reduce event gap risk while maintaining >$5k position.,,run-01kb486dzwp5yz06vffr8ff964,erun-01kb3r1qahget23czfchvzwqfy
2025-08-05T23:59:59.999Z,GOOGL,SELL,5,194.67,973.35,RSI ~64 with flat-to-negative MACD histogram; take a small trim after a strong run to fund oversold adds.,,run-01kb486dzwp5yz06vffr8ff964,erun-01kb3r1qahget23czfchvzwqfy
2025-08-05T23:59:59.999Z,NVDA,SELL,5,178.26,891.30,"RSI ~65 with negative MACD histogram; extended above 20/50-day and earnings set for Aug 27, de-risk modestly while keeping core exposure.",,run-01kb486dzwp5yz06vffr8ff964,erun-01kb3r1qahget23czfchvzwqfy
2025-07-31T23:59:59.999Z,AMZN,BUY,4,234.11,-936.44,Post-earnings beat on Jul 31; RSI ~67 but not overbought; small add while keeping position below the $25k cap.,,run-01kb47tjmx4r39cf4c06shwy1t,erun-01kb3r1qahget23czfchvzwqfy
2025-07-31T23:59:59.999Z,ARM,BUY,30,141.38,-4241.25,RSI 37.8 (oversold) after pullback; scale in on weakness despite negative MACD with plan to add only if momentum stabilizes; position remains < $25k.,,run-01kb47tjmx4r39cf4c06shwy1t,erun-01kb3r1qahget23czfchvzwqfy
2025-07-31T23:59:59.999Z,UBER,BUY,60,87.75,-5265.00,"RSI 39.8 (oversold) with price near/below the 50-day; mean-reversion setup within longer-term uptrend; increases position to ~mid-teens $k, well under $25k cap.",,run-01kb47tjmx4r39cf4c06shwy1t,erun-01kb3r1qahget23czfchvzwqfy
2025-07-31T23:59:59.999Z,NVDA,SELL,5,177.87,889.35,RSI 70.8 with slightly negative MACD histogram on 2025-07-31; modest trim to de-risk an extended core position ahead of August earnings.,,run-01kb47tjmx4r39cf4c06shwy1t,erun-01kb3r1qahget23czfchvzwqfy
2025-07-31T23:59:59.999Z,MSFT,SELL,1,533.50,533.50,RSI 81.5 on 2025-07-31 with stretched price well above 20/50-day; trim 1 share to reduce pullback risk while keeping the position >$5k.,,run-01kb47tjmx4r39cf4c06shwy1t,erun-01kb3r1qahget23czfchvzwqfy
2025-07-30T23:59:59.999Z,MSFT,BUY,1,513.24,-513.24,Bring position value safely above the $5k minimum position size while maintaining core exposure; position was hovering near the threshold.,,run-01kb47kdbfgbws4tnvf10qfk10,erun-01kb3r1qahget23czfchvzwqfy
2025-07-30T23:59:59.999Z,ARM,BUY,8,163.32,-1306.60,RSI ~63 with positive MACD; constructive trend within semis and not overbought.,,run-01kb47kdbfgbws4tnvf10qfk10,erun-01kb3r1qahget23czfchvzwqfy
2025-07-30T23:59:59.999Z,UBER,BUY,25,87.64,-2191.00,RSI ~39.8 (oversold) with negative MACD; add on pullback near key moving averages for potential mean reversion.,,run-01kb47kdbfgbws4tnvf10qfk10,erun-01kb3r1qahget23czfchvzwqfy
2025-07-30T23:59:59.999Z,AVGO,SELL,3,302.62,907.86,RSI ~72.6 and extended; momentum hot—small risk trim.,,run-01kb47kdbfgbws4tnvf10qfk10,erun-01kb3r1qahget23czfchvzwqfy
2025-07-30T23:59:59.999Z,NVDA,SELL,4,179.27,717.08,RSI ~74 with flat/negative MACD histogram; de-risk an extended leader while maintaining a core position.,,run-01kb47kdbfgbws4tnvf10qfk10,erun-01kb3r1qahget23czfchvzwqfy
2025-07-30T23:59:59.999Z,GOOGL,SELL,10,196.53,1965.30,RSI ~76.5 and extended post-earnings; trim into strength to reduce pullback risk and keep position well under $25k cap.,,run-01kb47kdbfgbws4tnvf10qfk10,erun-01kb3r1qahget23czfchvzwqfy
2025-07-29T23:59:59.999Z,GOOGL,SELL,10,195.75,1957.50,RSI ~76 and extended post-earnings; trim into strength to lock gains and moderate overbought exposure.,,run-01kb47e68xxp90f4xvz6k3v8gb,erun-01kb3r1qahget23czfchvzwqfy
2025-07-29T23:59:59.999Z,MSFT,SELL,1,512.57,512.57,"RSI ~69 with negative MACD histogram and likely reports on Wed, Jul 30; trim into strength to reduce event gap risk while keeping the position >$5k.",,run-01kb47e68xxp90f4xvz6k3v8gb,erun-01kb3r1qahget23czfchvzwqfy
2025-07-29T23:59:59.999Z,META,SELL,7,700.00,4900.00,"Position value fell below the $5k minimum and META reports this week; technicals are weak (RSI ~46, negative MACD histogram). Exit to comply with mandate and reduce event risk.",,run-01kb47e68xxp90f4xvz6k3v8gb,erun-01kb3r1qahget23czfchvzwqfy
2025-07-28T23:59:59.999Z,ARM,BUY,10,164.37,-1643.70,"Add to a constructive semi name with positive MACD and RSI mid-60s, still comfortably under the $25k cap; rotate a portion of trims into stronger-but-not-extreme momentum.",,run-01kb478h99qdkcyxcc5x893rnx,erun-01kb3r1qahget23czfchvzwqfy
2025-07-28T23:59:59.999Z,GOOGL,SELL,5,192.58,962.90,RSI ~73 post-earnings; harvest a small portion to manage overbought risk and fund rotation while keeping position well within cap.,,run-01kb478h99qdkcyxcc5x893rnx,erun-01kb3r1qahget23czfchvzwqfy
2025-07-28T23:59:59.999Z,AMZN,SELL,5,232.79,1163.95,Position was near the $25k cap and RSI ~67; trim ahead of earnings (expected July 31) to manage gap risk while maintaining a large core.,,run-01kb478h99qdkcyxcc5x893rnx,erun-01kb3r1qahget23czfchvzwqfy
2025-07-28T23:59:59.999Z,NVDA,SELL,10,176.75,1767.50,"Trim an overbought position (RSI ~74, MACD hist slightly negative) and bring position value below the $25k cap; reduce gap/downside risk ahead of heavy earnings week for peers.",,run-01kb478h99qdkcyxcc5x893rnx,erun-01kb3r1qahget23czfchvzwqfy
2025-07-24T23:59:59.999Z,NVDA,SELL,1,173.74,173.74,"Post-trade position value slightly exceeded the $25,000 cap at current prices; selling 1 more share brings NVDA back under the maximum position size while it remains overbought with softening momentum.",,run-01kb46ybgdfmkwp3gjzk7fkptt,erun-01kb3r1qahget23czfchvzwqfy
2025-07-24T23:59:59.999Z,ARM,BUY,8,159.99,-1279.92,"Constructive momentum (positive MACD histogram), RSI low-60s and not overbought; rotate from extended names into stronger risk/reward within semis.",,run-01kb46ybgdfmkwp3gjzk7fkptt,erun-01kb3r1qahget23czfchvzwqfy
2025-07-24T23:59:59.999Z,AVGO,SELL,2,288.71,577.42,Momentum cooling (negative MACD histogram) with RSI mid-60s; small risk trim.,,run-01kb46ybgdfmkwp3gjzk7fkptt,erun-01kb3r1qahget23czfchvzwqfy
2025-07-24T23:59:59.999Z,NVDA,SELL,3,173.74,521.22,RSI ~72 with slightly negative MACD histogram; trim an overbought leader to manage pullback risk ahead of earnings season.,,run-01kb46ybgdfmkwp3gjzk7fkptt,erun-01kb3r1qahget23czfchvzwqfy
2025-07-24T23:59:59.999Z,GOOGL,SELL,10,192.17,1921.70,RSI ~74 and extended post-earnings; trim into strength to reduce overbought risk and keep position well under the $25k cap.,,run-01kb46ybgdfmkwp3gjzk7fkptt,erun-01kb3r1qahget23czfchvzwqfy
2025-07-22T23:59:59.999Z,ARM,BUY,6,156.50,-939.00,"Rotate a portion of proceeds into a constructive, not-overbought semi with positive MACD and RSI ~58; diversify semi exposure away from extended names while maintaining AI/cloud tilt.",,run-01kb46jd1nda5xcqx6e8rhja0d,erun-01kb3r1qahget23czfchvzwqfy
2025-07-22T23:59:59.999Z,GOOGL,SELL,12,191.34,2296.08,"Trim an overbought, into-earnings position. RSI ~75 with positive MACD, and earnings expected after market on Wednesday per news; reduce gap risk and bring position under the $25k cap.",,run-01kb46jd1nda5xcqx6e8rhja0d,erun-01kb3r1qahget23czfchvzwqfy
